normalized_keyword,keyword_text_raw,topic_theme_guess,intent_guess,language_guess,country_guess,brand_nonbrand_guess,in_planner_ideas,in_historical_metrics,in_ads_keywords,in_ads_search_terms,in_action_candidates,in_gsc_queries,planner_avg_monthly_searches,planner_competition,planner_competition_index,planner_low_bid_eur,planner_high_bid_eur,historical_avg_monthly_searches,historical_competition,historical_competition_index,historical_low_bid_eur,historical_high_bid_eur,historical_intent_score,ads_keyword_impressions,ads_keyword_clicks,ads_keyword_cost_eur,ads_keyword_conversions,ads_keyword_match_types,ads_keyword_ad_groups,ads_keyword_statuses,ads_search_term_impressions,ads_search_term_clicks,ads_search_term_cost_eur,ads_search_term_conversions,ads_search_term_ad_groups,action_candidate_decision,action_candidate_reason,negative_watch_guess,gsc_total_clicks,gsc_total_impressions,gsc_weighted_ctr,gsc_best_position_guess,gsc_distinct_pages_count,gsc_possible_cannibalization_guess,gsc_top_page_guess,gsc_top_page_clicks,gsc_top_page_impressions,gsc_top_page_route_guess,gsc_top_page_type_guess,mapped_route_guess,mapped_page_type_guess,mapping_confidence,mapping_notes,seo_priority_guess,seo_opportunity_type,seo_opportunity_reason,ppc_seo_overlap_guess,ppc_seo_notes,ads_priority_guess,keep_review_pause_guess,notes
schuurmuur isoleren,schuurmuur isoleren,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.227747,0.968916,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
sierpleister,sierpleister,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,0.0,15.0,2,False,https://bm-klus-bv.nl/sierpleister/,0,48,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 48 impr)",high,striking_distance,"pos 15.0, 49 impr, CTR 0.0000",in_gsc_only,"organic only, no ads presence",,,
sierpleister buiten,sierpleister buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,20.0,2,False,https://bm-klus-bv.nl/sierpleister/,0,2,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
sierpleister buiten doe het zelf,sierpleister buiten doe het zelf,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,3.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
sierpleister buitengevel,sierpleister buitengevel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,0,25,0.0,19.9,2,False,https://bm-klus-bv.nl/sierpleister/,0,21,/sierpleister/,service,/sierpleister/,service,high,keyword contains sierpleister signal; confirmed by GSC evidence,,none,,in_ads_and_gsc,"ads+organic; ads conv=0, organic clicks=0",,,
sierpleister gevel,sierpleister gevel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,17.0,1,False,https://bm-klus-bv.nl/sierpleister/,0,1,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
sierpleister korrel,sierpleister korrel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,17.0,1,False,https://bm-klus-bv.nl/sierpleister/,0,1,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
sierpleister kosten,sierpleister kosten,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,0.0,24.59,2,False,https://bm-klus-bv.nl/sierpleister/,0,22,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 22 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
sierpleister prijs,sierpleister prijs,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0.0,36.75,2,False,https://bm-klus-bv.nl/sierpleister/,0,12,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 12 impr)",low,weak_signal,"13 impr, pos 36.8",in_gsc_only,"organic only, no ads presence",,,
sierpleister repareren,sierpleister repareren,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,0.0,41.3,1,False,https://bm-klus-bv.nl/sierpleister/,0,27,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 27 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
sierpleister schoonmaken,sierpleister schoonmaken,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,63.0,2,False,https://bm-klus-bv.nl/diensten/,0,2,/diensten/,service,/diensten/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
sierpleister spachtelputz,sierpleister spachtelputz,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,6.5,1,False,https://bm-klus-bv.nl/sierpleister/,0,2,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
sierpleister voor buiten,sierpleister voor buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0.0,21.0,3,True,https://bm-klus-bv.nl/sierpleister/,0,5,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 5 impr)",low,weak_signal,"7 impr, pos 21.0",in_gsc_only,"organic only, no ads presence",,,
slimfort gevelisolatie,slimfort gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,50,HIGH,100,0.273054,1.743251,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
slimfort gevelisolatie prijs,slimfort gevelisolatie prijs,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
slimfort isobouw,slimfort isobouw,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,30,HIGH,93,0.389096,2.090202,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
slimfort isolatie,slimfort isolatie,other,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
slimfort prijs,slimfort prijs,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
soorten gevelisolatie,soorten gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,LOW,29,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
soorten stucwerk buiten,soorten stucwerk buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,3.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
spachtelputz 3mm,spachtelputz 3mm,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0.0,12.17,1,False,https://bm-klus-bv.nl/sierpleister/,0,6,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 6 impr)",low,weak_signal,"6 impr, pos 12.2",in_gsc_only,"organic only, no ads presence",,,
spachtelputz buiten,spachtelputz buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,0.0,77.07,1,False,https://bm-klus-bv.nl/sierpleister/,0,15,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 15 impr)",low,weak_signal,"15 impr, pos 77.1",in_gsc_only,"organic only, no ads presence",,,
spachtelputz buitengevel,spachtelputz buitengevel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0.0,2.0,2,False,https://bm-klus-bv.nl/sierpleister/,0,4,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 4 impr)",low,weak_signal,"5 impr, pos 2.0",in_gsc_only,"organic only, no ads presence",,,
spachtelputz gevel,spachtelputz gevel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0.0,1.0,2,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,8,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 8 impr)",low,weak_signal,"9 impr, pos 1.0",in_gsc_only,"organic only, no ads presence",,,
spachtelputz korrelgrootte,spachtelputz korrelgrootte,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,20.0,1,False,https://bm-klus-bv.nl/sierpleister/,0,1,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
spachtelputz prijs,spachtelputz prijs,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0.0,44.25,1,False,https://bm-klus-bv.nl/sierpleister/,0,4,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 4 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
spachtelputz prijzen,spachtelputz prijzen,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,0.0,56.27,1,False,https://bm-klus-bv.nl/sierpleister/,0,15,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 15 impr)",low,weak_signal,"15 impr, pos 56.3",in_gsc_only,"organic only, no ads presence",,,
spachtelputz voor buiten,spachtelputz voor buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,52.0,1,False,https://bm-klus-bv.nl/sierpleister/,0,1,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
specialistisch stucwerk in rotterdam,specialistisch stucwerk in rotterdam,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,0.0,30.32,1,False,https://bm-klus-bv.nl/,0,44,/,home,/,home,medium,"from GSC top page (0 clicks, 44 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
spouwmuurisolatie en buitenmuurisolatie combineren,spouwmuurisolatie en buitenmuurisolatie combineren,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
spouwmuurisolatie geschilderde buitenmuur,spouwmuurisolatie geschilderde buitenmuur,stuc_crepi,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,MEDIUM,57,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
spouwmuurisolatie geverfde buitenmuur,spouwmuurisolatie geverfde buitenmuur,stuc_crepi,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
spouwmuurisolatie of buitenmuurisolatie,spouwmuurisolatie of buitenmuurisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,LOW,29,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
spouwmuurisolatie of gevelisolatie,spouwmuurisolatie of gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,MEDIUM,46,0.249194,4.444417,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
spuitkurk buitengevel,spuitkurk buitengevel,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
steens buitenmuur isoleren,steens buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,86,0.225341,1.465325,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
steens muur isoleren,steens muur isoleren,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,170,HIGH,99,0.282332,1.490875,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,none,moderate planner volume,in_planner_only,"planner demand only, no ads or organic",,,
steensmuur isoleren buitenzijde,steensmuur isoleren buitenzijde,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,20,HIGH,81,0.400827,1.536627,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
steenstrip isolatieplaten,steenstrip isolatieplaten,materialen,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
steenstrips,steenstrips,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,11.0,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,1,/gevelisolatie/,service,/gevelisolatie/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
steenstrips buitengevel,steenstrips buitengevel,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,2.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
steenstrips buitengevel kosten,steenstrips buitengevel kosten,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
steenstrips buitengevel met isolatie,steenstrips buitengevel met isolatie,steenstrips,commercial_investigative,nl,NL,nonbrand,True,False,True,True,False,False,30,HIGH,100,0.501699,1.673367,,,,,,,8,1,0.66,0.0,"EXACT,PHRASE",Gevelisolatie - Afwerking,"ENABLED,PAUSED",2,1,0.66,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,low,none,,in_ads_only,"paid only, no organic signal in GSC",low,review,
steenstrips buitengevel plaatsen,steenstrips buitengevel plaatsen,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,3,1,1.13,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
steenstrips gevelisolatie,steenstrips gevelisolatie,steenstrips,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.596881,2.30631,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
steenstrips isolatie,steenstrips isolatie,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
steenstrips isolatie buitengevel,steenstrips isolatie buitengevel,steenstrips,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,40,HIGH,100,0.408319,1.505142,,,,,,,,,,,,,,6,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,low,none,,in_ads_only,"paid only, no organic signal in GSC",,,
steenstrips op isolatie,steenstrips op isolatie,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,3,2,2.13,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
steenstrips op isolatie prefab,steenstrips op isolatie prefab,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,5,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
steenstrips op isolatie prijs,steenstrips op isolatie prijs,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
steenstrips op isolatieplaat,steenstrips op isolatieplaat,materialen,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,1,1.18,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
steenstrips op pir isolatie,steenstrips op pir isolatie,materialen,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
steenstrips plaatsen op isolatie,steenstrips plaatsen op isolatie,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
steenstrips stucen,steenstrips stucen,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0.0,1.0,1,False,https://bm-klus-bv.nl/gevelisolatie/afwerkingen/,0,4,/gevelisolatie/afwerkingen/,cluster,/gevelisolatie/afwerkingen/,cluster,medium,"from GSC top page (0 clicks, 4 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
steenstrips voor buiten met isolatie,steenstrips voor buiten met isolatie,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
sto buitengevelisolatie,sto buitengevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,10,MEDIUM,43,0.742588,1.695825,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
sto buitengevelisolatie systemen,sto buitengevelisolatie systemen,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,MEDIUM,34,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
sto gevelisolatie,sto gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,70,MEDIUM,38,0.722282,2.530247,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
sto isolatieplaat,sto isolatieplaat,materialen,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
stof verwijderen na verbouwing,stof verwijderen na verbouwing,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0.0,35.33,1,False,https://bm-klus-bv.nl/schoonmaak-na-verbouwing/,0,12,/schoonmaak-na-verbouwing/,service,/schoonmaak-na-verbouwing/,service,medium,"from GSC top page (0 clicks, 12 impr)",low,weak_signal,"12 impr, pos 35.3",in_gsc_only,"organic only, no ads presence",,,
strakke nieuwbouw muren,strakke nieuwbouw muren,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,0.0,26.48,1,False,https://bm-klus-bv.nl/muren-stucen/,0,27,/muren-stucen/,service,/muren-stucen/,service,medium,"from GSC top page (0 clicks, 27 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
strikolith gevelisolatie,strikolith gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,30,HIGH,72,0.458765,1.863563,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
strikolith isolatie,strikolith isolatie,other,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
strikoterm,strikoterm,other,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
strikotherm gevelisolatie,strikotherm gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,40,HIGH,83,0.498683,2.66633,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,low,none,,in_ads_only,"paid only, no organic signal in GSC",,,
strikotherm prijzen,strikotherm prijzen,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
stuc buiten,stuc buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0.0,31.33,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,9,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 9 impr)",low,weak_signal,"9 impr, pos 31.3",in_gsc_only,"organic only, no ads presence",,,
stuc buitenmuur,stuc buitenmuur,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,3.5,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,2,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stuc isolatie,stuc isolatie,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
stuc voor buiten,stuc voor buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0.0,26.67,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,6,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 6 impr)",low,weak_signal,"6 impr, pos 26.7",in_gsc_only,"organic only, no ads presence",,,
