normalized_keyword,keyword_text_raw,topic_theme_guess,intent_guess,language_guess,country_guess,brand_nonbrand_guess,in_planner_ideas,in_historical_metrics,in_ads_keywords,in_ads_search_terms,in_action_candidates,in_gsc_queries,planner_avg_monthly_searches,planner_competition,planner_competition_index,planner_low_bid_eur,planner_high_bid_eur,historical_avg_monthly_searches,historical_competition,historical_competition_index,historical_low_bid_eur,historical_high_bid_eur,historical_intent_score,ads_keyword_impressions,ads_keyword_clicks,ads_keyword_cost_eur,ads_keyword_conversions,ads_keyword_match_types,ads_keyword_ad_groups,ads_keyword_statuses,ads_search_term_impressions,ads_search_term_clicks,ads_search_term_cost_eur,ads_search_term_conversions,ads_search_term_ad_groups,action_candidate_decision,action_candidate_reason,negative_watch_guess,gsc_total_clicks,gsc_total_impressions,gsc_weighted_ctr,gsc_best_position_guess,gsc_distinct_pages_count,gsc_possible_cannibalization_guess,gsc_top_page_guess,gsc_top_page_clicks,gsc_top_page_impressions,gsc_top_page_route_guess,gsc_top_page_type_guess,mapped_route_guess,mapped_page_type_guess,mapping_confidence,mapping_notes,seo_priority_guess,seo_opportunity_type,seo_opportunity_reason,ppc_seo_overlap_guess,ppc_seo_notes,ads_priority_guess,keep_review_pause_guess,notes
binnen muur isoleren,binnen muur isoleren,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,30,HIGH,100,0.494752,2.121781,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
binnen stucwerk,binnen stucwerk,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,40.0,1,False,https://bm-klus-bv.nl/muren-stucen/,0,2,/muren-stucen/,service,/muren-stucen/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
binnenisolatie van buitenmuren,binnenisolatie van buitenmuren,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,71,0.318002,3.352894,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
binnenkant muur isoleren,binnenkant muur isoleren,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,320,HIGH,100,0.381881,1.795283,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,page_gap,"planner/hist vol 320, no mapped route",in_planner_only,"planner demand only, no ads or organic",expansion_candidate,,
binnenzijde muur isoleren,binnenzijde muur isoleren,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.285823,0.602271,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
biobased gevelisolatie,biobased gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
bloembak buiten stucen,bloembak buiten stucen,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,2.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
bluedec gevelisolatie,bluedec gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
bm,bm,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,275,0.0,3.99,1,False,https://bm-klus-bv.nl/,0,275,/,home,/,home,medium,"from GSC top page (0 clicks, 275 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
bm afbouw,bm afbouw,other,commercial_investigative,nl,NL,mixed,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,0.0,7.33,2,False,https://bm-klus-bv.nl/over_ons/,0,55,/over_ons/,,/over_ons/,,medium,"from GSC top page (0 clicks, 55 impr)",high,striking_distance,"pos 7.3, 60 impr, CTR 0.0000",in_gsc_only,"organic only, no ads presence",,,
bm bouw,bm bouw,other,commercial_investigative,nl,NL,mixed,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,0.0,8.0,1,False,https://bm-klus-bv.nl/,0,23,/,home,/,home,medium,"from GSC top page (0 clicks, 23 impr)",high,striking_distance,"pos 8.0, 23 impr, CTR 0.0000",in_gsc_only,"organic only, no ads presence",,,
bm bv,bm bv,other,commercial_investigative,nl,NL,mixed,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0.142857,4.43,1,False,https://bm-klus-bv.nl/,1,7,/,home,/,home,medium,"from GSC top page (1 clicks, 7 impr)",low,weak_signal,"7 impr, pos 4.4",in_gsc_only,"organic only, no ads presence",,,
bm construction,bm construction,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,3.0,1,False,https://bm-klus-bv.nl/,0,1,/,home,/,home,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
bm holland,bm holland,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0.0,52.0,2,False,https://bm-klus-bv.nl/,0,6,/,home,/,home,medium,"from GSC top page (0 clicks, 6 impr)",low,weak_signal,"11 impr, pos 52.0",in_gsc_only,"organic only, no ads presence",,,
bm hus,bm hus,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,12.33,1,False,https://bm-klus-bv.nl/,0,3,/,home,/,home,medium,"from GSC top page (0 clicks, 3 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
bm klus bv,bm klus bv,other,navigational,nl,NL,brand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,49,489,0.100204,1.06,21,True,https://bm-klus-bv.nl/,47,80,/,home,/,home,medium,"from GSC top page (47 clicks, 80 impr)",,none,branded query,in_gsc_only,"organic only, no ads presence",,,
bm nummer,bm nummer,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,5.0,1,False,https://bm-klus-bv.nl/,0,1,/,home,/,home,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
bm services,bm services,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,4.0,1,False,https://bm-klus-bv.nl/,0,3,/,home,/,home,medium,"from GSC top page (0 clicks, 3 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
"bm,","bm,",other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,5.0,1,False,https://bm-klus-bv.nl/,0,1,/,home,/,home,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
bm.,bm.,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,9.0,1,False,https://bm-klus-bv.nl/,0,2,/,home,/,home,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
bml,bml,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.0,1,False,https://bm-klus-bv.nl/,0,1,/,home,/,home,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
bmm afbouw,bmm afbouw,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,5.0,1,False,https://bm-klus-bv.nl/,0,3,/,home,/,home,medium,"from GSC top page (0 clicks, 3 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
boris mitov,boris mitov,other,commercial_investigative,nl,NL,brand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0.5,1.5,1,False,https://bm-klus-bv.nl/over_ons/,1,2,/over_ons/,,/over_ons/,,medium,"from GSC top page (1 clicks, 2 impr)",,none,branded query,in_gsc_only,"organic only, no ads presence",,,
bostik w140 buiten,bostik w140 buiten,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,5.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
bouw bedrijf,bouw bedrijf,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0.0,4.5,1,False,https://bm-klus-bv.nl/,0,6,/,home,/,home,medium,"from GSC top page (0 clicks, 6 impr)",low,weak_signal,"6 impr, pos 4.5",in_gsc_only,"organic only, no ads presence",,,
bouw werken,bouw werken,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,2.0,1,False,https://bm-klus-bv.nl/,0,1,/,home,/,home,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
bouwbedrijf,bouwbedrijf,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,5.0,1,False,https://bm-klus-bv.nl/,0,3,/,home,/,home,medium,"from GSC top page (0 clicks, 3 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
bouwbedrijf klus,bouwbedrijf klus,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83,0.0,10.69,1,False,https://bm-klus-bv.nl/,0,83,/,home,/,home,medium,"from GSC top page (0 clicks, 83 impr)",high,striking_distance,"pos 10.7, 83 impr, CTR 0.0000",in_gsc_only,"organic only, no ads presence",,,
bouwbedrijf rotterdam,bouwbedrijf rotterdam,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,4.0,1,False,https://bm-klus-bv.nl/,0,2,/,home,/,home,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
bouwbedrijf zuid limburg,bouwbedrijf zuid limburg,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,7.0,1,False,https://bm-klus-bv.nl/,0,1,/,home,/,home,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
buiten gevel isolatie,buiten gevel isolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,5,2,2.98,0.0,"Gevelisolatie - Afwerking,Gevelisolatie - Core",,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
buiten gevel isoleren,buiten gevel isoleren,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,50,HIGH,99,0.882143,6.179344,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
buiten gevelisolatie,buiten gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,480,HIGH,100,0.891512,3.701835,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,medium,none,moderate planner volume,in_planner_only,"planner demand only, no ads or organic",expansion_candidate,,
buiten isolatie gevel,buiten isolatie gevel,other,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
buiten muren isoleren,buiten muren isoleren,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,110,HIGH,100,0.645736,2.720287,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,none,moderate planner volume,in_planner_only,"planner demand only, no ads or organic",,,
buiten muur isolatie,buiten muur isolatie,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.727251,2.076994,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
buiten muur isoleren,buiten muur isoleren,other,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,110,HIGH,100,0.645736,2.720287,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,medium,none,moderate planner volume,in_ads_only,"paid only, no organic signal in GSC",,,
buiten muur stucen,buiten muur stucen,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0.0,10.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,4,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 4 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
buiten sierpleister,buiten sierpleister,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,18.5,2,False,https://bm-klus-bv.nl/sierpleister/,0,2,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
buiten spachtelputz,buiten spachtelputz,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,69.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
buiten stuc,buiten stuc,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,36.5,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,2,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
buiten stucen,buiten stucen,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,28.33,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,3,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 3 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
buiten stucmortel,buiten stucmortel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,26.33,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,3,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 3 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
buiten stucwerk,buiten stucwerk,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,216,0.0,37.81,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,216,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 216 impr)",medium,low_ctr_high_impressions,"216 impr, CTR 0.0000, pos 37.8",in_gsc_only,"organic only, no ads presence",,,
buiten stucwerk kosten,buiten stucwerk kosten,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,164,0.0,32.95,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,164,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 164 impr)",medium,low_ctr_high_impressions,"164 impr, CTR 0.0000, pos 33.0",in_gsc_only,"organic only, no ads presence",,,
buiten stucwerk materiaal,buiten stucwerk materiaal,materialen,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,0.0,1.31,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,39,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 39 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
buiten stucwerk op kleur,buiten stucwerk op kleur,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,32.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
buiten stucwerk prijs,buiten stucwerk prijs,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,128,0.0,38.92,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,128,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 128 impr)",medium,low_ctr_high_impressions,"128 impr, CTR 0.0000, pos 38.9",in_gsc_only,"organic only, no ads presence",,,
buiten stucwerk repareren,buiten stucwerk repareren,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,34.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
buiten stucwerk subsidie,buiten stucwerk subsidie,subsidie_vergunning,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0.0,8.0,2,False,https://bm-klus-bv.nl/gevelisolatie/,0,7,/gevelisolatie/,service,/gevelisolatie/,service,medium,"from GSC top page (0 clicks, 7 impr)",low,weak_signal,"9 impr, pos 8.0",in_gsc_only,"organic only, no ads presence",,,
buiten stucwerk valkenswaard,buiten stucwerk valkenswaard,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0.0,70.8,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,10,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 10 impr)",low,weak_signal,"10 impr, pos 70.8",in_gsc_only,"organic only, no ads presence",,,
buiten stukadoor,buiten stukadoor,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,3.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
buitengevel isolatie,buitengevel isolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,23,1,1.3,0.0,"Gevelisolatie - Afwerking,Gevelisolatie - Core,Gevelisolatie - Materialen",,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
buitengevel isolatie platen,buitengevel isolatie platen,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.62287,2.076327,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
buitengevel isolatie steenstrips,buitengevel isolatie steenstrips,steenstrips,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.587742,2.238001,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
buitengevel isolatieplaten,buitengevel isolatieplaten,materialen,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,90,HIGH,100,0.370654,1.534786,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
buitengevel isolatiesysteem,buitengevel isolatiesysteem,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,28.0,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,1,/gevelisolatie/,service,/gevelisolatie/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
buitengevel isoleren,buitengevel isoleren,core_isolation,commercial_investigative,nl,NL,nonbrand,True,True,True,True,True,False,480,HIGH,100,0.626229,2.598156,480,HIGH,100,0.626229,2.598156,2.598156,40,7,10.9,0.0,"EXACT,PHRASE",Gevelisolatie - Core,ENABLED,33,6,10.19,0.0,Gevelisolatie - Core,cleanup,enabled but 0 impressions,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,medium,none,moderate planner volume,in_ads_only,"paid only, no organic signal in GSC",medium,cleanup,
buitengevel isoleren en bekleden,buitengevel isoleren en bekleden,bekleden,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,22,2,4.26,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
buitengevel isoleren en bekleden prijs,buitengevel isoleren en bekleden prijs,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
buitengevel isoleren en bepleisteren,buitengevel isoleren en bepleisteren,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
buitengevel isoleren en stucen,buitengevel isoleren en stucen,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,True,True,True,True,True,,,,,,170,HIGH,100,0.757399,2.746896,2.746896,92,24,38.21,0.0,"PHRASE,EXACT",Gevelisolatie - Afwerking,ENABLED,28,3,2.69,0.0,Gevelisolatie - Afwerking,pause,"moderate spend €17.65, 0 conv; 13 clicks, 0 conv",False,0,6,0.0,28.33,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,6,/buiten-stucwerk/,service,/buiten-stucwerk/,service,high,keyword contains stucwerk signal; confirmed by GSC evidence,low,weak_signal,"6 impr, pos 28.3",in_ads_and_gsc,"ads+organic; ads conv=0, organic clicks=0",review,pause,
buitengevel isoleren en stucen prijs,buitengevel isoleren en stucen prijs,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,38,10,10.32,0.0,"Gevelisolatie - Afwerking,Gevelisolatie - Core",,,False,0,19,0.0,13.47,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,19,/buiten-stucwerk/,service,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,weak_signal,"19 impr, pos 13.5",in_ads_and_gsc,"ads+organic; ads conv=0, organic clicks=0",,,
buitengevel isoleren kosten,buitengevel isoleren kosten,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,92,0.509619,1.846491,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
buitengevel isoleren prijs,buitengevel isoleren prijs,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
buitengevel isoleren steenstrips,buitengevel isoleren steenstrips,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
buitengevel isoleren vergunning,buitengevel isoleren vergunning,subsidie_vergunning,commercial_investigative,nl,NL,nonbrand,False,False,True,False,True,False,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Subsidie & Vergunning,"PAUSED,ENABLED",,,,,,cleanup,enabled but 0 impressions,False,,,,,,,,,,,,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,none,,in_ads_only,"paid only, no organic signal in GSC",low,cleanup,
buitengevel na isoleren,buitengevel na isoleren,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,10,MEDIUM,59,0.436699,1.067166,,,,,,,,,,,,,,3,0,0.0,0.0,"Gevelisolatie - Core,Gevelisolatie - Afwerking",,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
