normalized_keyword,keyword_text_raw,topic_theme_guess,intent_guess,language_guess,country_guess,in_planner_ideas,in_historical_metrics,in_ads_keywords,in_ads_search_terms,in_action_candidates,planner_avg_monthly_searches,planner_competition,planner_competition_index,planner_low_bid_eur,planner_high_bid_eur,historical_avg_monthly_searches,historical_competition,historical_competition_index,historical_low_bid_eur,historical_high_bid_eur,historical_intent_score,ads_keyword_impressions,ads_keyword_clicks,ads_keyword_cost_eur,ads_keyword_conversions,ads_keyword_match_types,ads_keyword_ad_groups,ads_keyword_statuses,ads_search_term_impressions,ads_search_term_clicks,ads_search_term_cost_eur,ads_search_term_conversions,ads_search_term_ad_groups,action_candidate_decision,action_candidate_reason,negative_watch_guess,mapped_route_guess,mapped_page_type_guess,mapping_confidence,mapping_notes,seo_priority_guess,ads_priority_guess,keep_review_pause_guess,notes
gevel bekleden met steenstrips,gevel bekleden met steenstrips,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
gevel buitenkant isoleren,gevel buitenkant isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,90,0.509469,2.093254,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
gevel buitenzijde isoleren,gevel buitenzijde isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,320,HIGH,100,0.7866,3.18701,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,expansion_candidate,,
gevel impregneren isolatie,gevel impregneren isolatie,other,commercial_investigative,nl,NL,True,False,False,False,False,20,LOW,27,1.208151,2.138004,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
gevel isolatie,gevel isolatie,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,10,2,2.79,0.0,Gevelisolatie - Core,,,False,,,,,,,,
gevel isolatie binnen,gevel isolatie binnen,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
gevel isolatie binnenzijde,gevel isolatie binnenzijde,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,70,HIGH,100,0.812173,3.695292,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
gevel isolatie buiten,gevel isolatie buiten,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,1.122879,4.912358,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
gevel isolatie buitenkant,gevel isolatie buitenkant,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
gevel isolatie buitenzijde,gevel isolatie buitenzijde,core_isolation,commercial_investigative,nl,NL,True,False,True,True,True,170,HIGH,100,0.77105,2.614816,,,,,,,7,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Core,ENABLED,7,0,0.0,0.0,Gevelisolatie - Core,cleanup,enabled but 0 impressions,False,,,,,medium,low,cleanup,
gevel isolatie met steenstrips,gevel isolatie met steenstrips,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,5,1,2.75,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
gevel isolatie panelen,gevel isolatie panelen,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,"Gevelisolatie - Core,Gevelisolatie - Materialen",,,False,,,,,,,,
gevel isolatie platen,gevel isolatie platen,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
gevel isolatie stucwerk,gevel isolatie stucwerk,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,,,
gevel isolatieplaten,gevel isolatieplaten,materialen,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
gevel isoleren,gevel isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,True,False,390,HIGH,92,1.48411,4.919967,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,medium,expansion_candidate,,
gevel isoleren binnenkant,gevel isoleren binnenkant,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,97,0.545307,2.968186,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
gevel isoleren binnenzijde,gevel isoleren binnenzijde,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.44349,1.525953,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevel isoleren buitenkant,gevel isoleren buitenkant,core_isolation,commercial_investigative,nl,NL,True,True,True,True,True,50,HIGH,100,0.714728,2.93853,50,HIGH,100,0.714728,2.93853,2.93853,2,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Core,ENABLED,2,0,0.0,0.0,Gevelisolatie - Core,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,low,cleanup,
gevel isoleren buitenkant kosten,gevel isoleren buitenkant kosten,prijs_kosten,commercial,nl,NL,True,False,False,True,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
gevel isoleren buitenzijde,gevel isoleren buitenzijde,core_isolation,commercial_investigative,nl,NL,True,False,True,True,True,320,HIGH,100,0.7866,3.18701,,,,,,,18,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Core,ENABLED,11,0,0.0,0.0,Gevelisolatie - Core,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,medium,low,cleanup,
gevel isoleren buitenzijde kosten,gevel isoleren buitenzijde kosten,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,71,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
gevel isoleren en bekleden,gevel isoleren en bekleden,bekleden,commercial_investigative,nl,NL,False,False,True,True,True,,,,,,,,,,,,323,31,51.44,0.0,"PHRASE,EXACT",Gevelisolatie - Afwerking,ENABLED,1,0,0.0,0.0,Gevelisolatie - Afwerking,pause,"spent €51.44 with 0 conv; 31 clicks, 0 conv",False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,review,pause,
gevel isoleren en bekleden met steenstrips,gevel isoleren en bekleden met steenstrips,steenstrips,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Afwerking,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,low,cleanup,
gevel isoleren en bepleisteren prijs,gevel isoleren en bepleisteren prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
gevel isoleren en stucen,gevel isoleren en stucen,stuc_crepi,commercial_investigative,nl,NL,False,False,True,True,True,,,,,,,,,,,,23,5,6.07,0.0,"EXACT,PHRASE",Gevelisolatie - Afwerking,ENABLED,5,3,3.78,0.0,Gevelisolatie - Afwerking,cleanup,enabled but 0 impressions,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,low,cleanup,
gevel isoleren kosten,gevel isoleren kosten,prijs_kosten,commercial,nl,NL,True,False,False,False,False,40,HIGH,78,1.222078,3.161142,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,,,
gevel isoleren langs buiten,gevel isoleren langs buiten,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevel isoleren met steenstrips,gevel isoleren met steenstrips,steenstrips,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,98,0.766321,2.276918,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
gevel isoleren offerte,gevel isoleren offerte,offerte,commercial,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Offerte,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,cleanup,
gevel isoleren prijs,gevel isoleren prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,83,0.590721,3.950636,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
gevel isoleren steenstrips,gevel isoleren steenstrips,steenstrips,commercial_investigative,nl,NL,True,False,False,True,False,10,HIGH,98,0.766321,2.276918,,,,,,,,,,,,,,1,2,2.26,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
gevel isoleren subsidie,gevel isoleren subsidie,subsidie_vergunning,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Subsidie & Vergunning,,,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,,,
gevel isoleren van buiten,gevel isoleren van buiten,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevel isoleren vergunning,gevel isoleren vergunning,subsidie_vergunning,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Subsidie & Vergunning,"ENABLED,PAUSED",,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,low,cleanup,
gevel langs buiten isoleren,gevel langs buiten isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
gevel van buiten isoleren,gevel van buiten isoleren,other,commercial_investigative,nl,NL,True,True,True,True,True,30,HIGH,100,0.419753,2.307948,30,HIGH,100,0.419753,2.307948,2.307948,218,21,18.02,1.0,"PHRASE,EXACT",Gevelisolatie - Core,ENABLED,5,0,0.0,0.0,Gevelisolatie - Core,keep,1 conv @ €18.02,False,,,,,low,high,keep,
gevelbekleding buiten met isolatie,gevelbekleding buiten met isolatie,bekleden,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
gevelbekleding crepi,gevelbekleding crepi,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
gevelbekleding isolatie,gevelbekleding isolatie,bekleden,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
gevelbekleding isolatie buitenkant,gevelbekleding isolatie buitenkant,bekleden,commercial_investigative,nl,NL,True,False,False,True,False,10,HIGH,100,0.817602,3.315936,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
gevelbekleding met isolatie,gevelbekleding met isolatie,bekleden,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,4,0,0.0,0.0,"Gevelisolatie - Core,Gevelisolatie - Afwerking",,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
gevelbekleding steenstrips buiten,gevelbekleding steenstrips buiten,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
gevelbekleding steenstrips met isolatie,gevelbekleding steenstrips met isolatie,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
gevelbepleistering isolatie,gevelbepleistering isolatie,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,
gevelisolatie,gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,True,True,True,True,2400,HIGH,100,1.590767,5.110016,2400,HIGH,100,1.590767,5.110016,5.110016,172,21,46.84,0.0,"PHRASE,EXACT",Gevelisolatie - Core,ENABLED,15,4,10.22,0.0,Gevelisolatie - Core,pause,"spent €23.19 with 0 conv; 12 clicks, 0 conv",False,/gevelisolatie/,service,low,broad gevelisolatie term,high,review,pause,
gevelisolatie 12 cm,gevelisolatie 12 cm,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie bedrijven,gevelisolatie bedrijven,core_isolation,commercial_investigative,nl,NL,True,False,False,True,False,30,HIGH,76,2.188725,7.170587,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
gevelisolatie bestaande woning,gevelisolatie bestaande woning,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,76,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie buiten,gevelisolatie buiten,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,1.122879,4.912358,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie buitenkant,gevelisolatie buitenkant,core_isolation,commercial_investigative,nl,NL,True,True,False,True,False,590,HIGH,100,0.898725,3.24899,590,HIGH,100,0.898725,3.24899,3.24899,,,,,,,,41,10,21.07,0.0,"Gevelisolatie - Core,Gevelisolatie - Afwerking",,,False,/gevelisolatie/,service,low,broad gevelisolatie term,high,expansion_candidate,,
gevelisolatie buitenkant kosten,gevelisolatie buitenkant kosten,prijs_kosten,commercial,nl,NL,True,False,False,True,False,40,HIGH,83,0.644889,2.035936,,,,,,,,,,,,,,5,0,0.0,0.0,"Gevelisolatie - Core,Gevelisolatie - Afwerking",,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,,,
gevelisolatie buitenkant steenstrips,gevelisolatie buitenkant steenstrips,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,6,4,3.5,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
gevelisolatie buitenkant stucwerk,gevelisolatie buitenkant stucwerk,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,7,1,2.08,0.0,"Gevelisolatie - Afwerking,Gevelisolatie - Core",,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,,,
gevelisolatie buitenmuur,gevelisolatie buitenmuur,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,93,1.200324,3.669479,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie buitenzijde bestaande woning,gevelisolatie buitenzijde bestaande woning,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie buitenzijde gevel isolatie,gevelisolatie buitenzijde gevel isolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie buitenzijde kosten,gevelisolatie buitenzijde kosten,prijs_kosten,commercial,nl,NL,True,False,False,False,False,40,HIGH,74,0.689475,1.813852,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,,,
gevelisolatie crepi,gevelisolatie crepi,stuc_crepi,commercial_investigative,nl,NL,True,False,False,True,False,10,HIGH,96,2.309377,12.017639,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,,,
gevelisolatie crepi prijs,gevelisolatie crepi prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
gevelisolatie dikte,gevelisolatie dikte,technical_rc_dikte,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Technisch,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,,low,cleanup,
gevelisolatie en spouwmuurisolatie,gevelisolatie en spouwmuurisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,LOW,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie houten gevelbekleding,gevelisolatie houten gevelbekleding,bekleden,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.643938,2.047025,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
gevelisolatie isobouw,gevelisolatie isobouw,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie knauf,gevelisolatie knauf,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,LOW,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie kosten,gevelisolatie kosten,prijs_kosten,commercial,nl,NL,True,False,True,False,True,260,MEDIUM,64,1.169824,3.519622,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Kosten & Prijs,"PAUSED,ENABLED",,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,medium,low,cleanup,
gevelisolatie kosten per m2,gevelisolatie kosten per m2,prijs_kosten,commercial,nl,NL,True,False,True,False,False,30,HIGH,90,0.82051,2.563374,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Kosten & Prijs,PAUSED,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,low,,
gevelisolatie met crepi,gevelisolatie met crepi,stuc_crepi,commercial_investigative,nl,NL,True,False,False,True,False,10,HIGH,71,0.0,0.0,,,,,,,,,,,,,,3,1,1.54,0.0,Gevelisolatie - Afwerking,,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,,,
gevelisolatie met gevelpanelen,gevelisolatie met gevelpanelen,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,99,0.89862,1.924203,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie met kurk,gevelisolatie met kurk,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,LOW,29,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie met steenstrips,gevelisolatie met steenstrips,steenstrips,commercial_investigative,nl,NL,True,True,True,True,True,70,HIGH,100,0.720497,2.512441,70,HIGH,100,0.720497,2.512441,2.512441,93,10,21.14,0.0,"PHRASE,EXACT",Gevelisolatie - Afwerking,ENABLED,6,1,7.67,0.0,Gevelisolatie - Afwerking,review,"moderate spend €10.42, 0 conv",False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,low,review,review,
gevelisolatie met stucwerk,gevelisolatie met stucwerk,stuc_crepi,commercial_investigative,nl,NL,True,False,True,True,False,90,HIGH,99,0.847412,3.778357,,,,,,,43,4,4.5,0.0,"EXACT,PHRASE",Gevelisolatie - Afwerking,"ENABLED,PAUSED",1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,low,low,review,
gevelisolatie nieuwbouw,gevelisolatie nieuwbouw,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,40,LOW,19,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
gevelisolatie of spouwmuurisolatie,gevelisolatie of spouwmuurisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,50,MEDIUM,52,0.986976,4.241589,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
gevelisolatie offerte,gevelisolatie offerte,offerte,commercial,nl,NL,True,False,True,False,True,10,HIGH,90,9.614461,18.378254,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Offerte,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,cleanup,
gevelisolatie pir,gevelisolatie pir,materialen,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,95,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,,,
gevelisolatie platen,gevelisolatie platen,core_isolation,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Materialen,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,cleanup,
gevelisolatie prijs,gevelisolatie prijs,prijs_kosten,commercial,nl,NL,True,True,False,False,False,20,HIGH,75,0.808425,1.858701,20,HIGH,75,0.808425,1.858701,1.39402575,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,,,
gevelisolatie prijs m2,gevelisolatie prijs m2,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,79,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
gevelisolatie prijs per m2,gevelisolatie prijs per m2,prijs_kosten,commercial,nl,NL,True,False,True,False,False,10,HIGH,97,0.541027,1.656348,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Kosten & Prijs,PAUSED,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,low,,
gevelisolatie prijzen,gevelisolatie prijzen,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie rc waarde,gevelisolatie rc waarde,technical_rc_dikte,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Technisch,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,,low,cleanup,
gevelisolatie recticel,gevelisolatie recticel,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,94,0.73136,2.096741,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie renovatie,gevelisolatie renovatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,40,HIGH,99,1.868142,6.945617,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
gevelisolatie specialist,gevelisolatie specialist,core_isolation,commercial_investigative,nl,NL,False,False,True,False,False,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Offerte,PAUSED,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,,
gevelisolatie spouwmuur,gevelisolatie spouwmuur,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,76,1.649512,5.466008,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie spouwmuurisolatie,gevelisolatie spouwmuurisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,50,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie spuitkurk,gevelisolatie spuitkurk,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,57,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie steenstrips,gevelisolatie steenstrips,steenstrips,commercial_investigative,nl,NL,True,False,False,True,False,70,HIGH,100,0.720497,2.512441,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,low,,,
gevelisolatie steenstrips prijs,gevelisolatie steenstrips prijs,prijs_kosten,commercial,nl,NL,True,False,False,True,False,10,HIGH,99,0.489983,2.362593,,,,,,,,,,,,,,3,1,1.27,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
gevelisolatie stucen,gevelisolatie stucen,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,,,
gevelisolatie stucwerk,gevelisolatie stucwerk,stuc_crepi,commercial_investigative,nl,NL,True,False,True,False,False,90,HIGH,99,0.847412,3.778357,,,,,,,6,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Afwerking,"PAUSED,ENABLED",,,,,,,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,low,low,,
